ShefId,StationName,StationId,StateCode,Elevation,DCO,ForecastGroup,Notes,SnowAnalysis
WFCO3,Wolf Creek,873,OR,5630,Portland,MS_MAIN,,"MS_MAIN, LS_TRIB, MC_LTRIB, WS"
BTRI1,Bostetter R.S.,359,ID,7500,Boise,MS_MAIN,,WS
MGMI1,Magic Mountain,610,ID,6880,Boise,MS_MAIN,,WS
COLI1,Cool Creek,411,ID,6280,Boise,LS_CLEAR,,"LS_CLEAR, PO_CLARK, UC_SPOK"
CRAI1,Crater Meadows,425,ID,5960,Boise,LS_CLEAR,,"LS_CLEAR, PO_CLARK"
ELBI1,Elk Butte,466,ID,5690,Boise,LS_CLEAR,,"LS_CLEAR, LS_TRIB, UC_SPOK"
HEMI1,Hemlock Butte,520,ID,5810,Boise,LS_CLEAR,,LS_CLEAR
HOOM8,Hoodoo Basin,530,MT,6050,Bozeman,LS_CLEAR,,"LS_CLEAR, PO_CLARK, UC_SPOK"
LPSI1,Lolo Pass,588,ID,5240,Boise,LS_CLEAR,,"LS_CLEAR, PO_CLARK"
LSLI1,Lost Lake,600,ID,6110,Boise,LS_CLEAR,,"LS_CLEAR, LS_TRIB, UC_SPOK"
MSCI1,Moscow Mountain,989,ID,4700,Boise,LS_CLEAR,,"LS_CLEAR, UC_SPOK, LS_TRIBS"
MTMI1,Mountain Meadows,650,ID,6320,Boise,LS_CLEAR,,LS_CLEAR
PRNI1,Pierce R.S.,1142,ID,3080,Boise,LS_CLEAR,,NONE
SVPI1,Savage Pass,735,ID,6190,Boise,LS_CLEAR,,"LS_CLEAR, PO_CLARK"
SHAI1,Shanghi Summit,747,ID,4600,Boise,LS_CLEAR,,LS_CLEAR
BEAM8,Beagle Springs,318,MT,8850,Bozeman,LS_SALMN,,LS_SALMN
BRBI1,Bear Basin,319,ID,5350,Boise,LS_SALMN,,"LS_SALMN, MS_PAYET, MS_TRIB"
BKSI1,Big Creek Summit,338,ID,6560,Boise,LS_SALMN,,"LS_SALMN, MS_PAYET, MS_TRIB"
BLOM8,Bloody Dick,355,MT,7600,Bozeman,LS_SALMN,,LS_SALMN
BRRI1,Brundage Reservoir,370,ID,6250,Boise,LS_SALMN,,"LS_SALMN, MS_PAYET, MS_TRIB"
DHLM8,Darkhorse Lake,436,MT,8945,Bozeman,LS_SALMN,,LS_SALMN
DDSI1,Deadwood Summit,439,ID,6860,Boise,LS_SALMN,,"LS_SALMN, MS_PAYET"
LMHM8,Lemhi Ridge,576,MT,8100,Bozeman,LS_SALMN,,LS_SALMN
MDLI1,Meadow Lake,620,ID,9150,Boise,LS_SALMN,,LS_SALMN
MLKI1,Mill Creek Summit,627,ID,8800,Boise,LS_SALMN,,LS_SALMN
MNSI1,Moonshine,636,ID,7440,Boise,LS_SALMN,,LS_SALMN
MOKI1,Moose Creek,638,ID,6200,Boise,LS_SALMN,,"LS_SALMN, PO_CLARK"
MRGI1,Morgan Creek,639,ID,7600,Boise,LS_SALMN,,LS_SALMN
SCHI1,Schwartz Lake,915,ID,8630,Boise,LS_SALMN,,LS_SALMN
JLMM8,JL Meadow,1287,MT,8800,Bozeman,LS_SALMN,,NONE
SLMM8,Slagamelt Lakes,1286,MT,8620,Bozeman,LS_SALMN,,NONE
ANRO3,Aneroid Lake #2,302,OR,7400,Portland,LS_TRIB,,"LS_TRIB, LS_MAIN, MSTribs, WS"
BVRO3,Beaver Reservoir,331,OR,5150,Portland,LS_TRIB,,"LS_TRIB, MC_LTRIB, MS_TRIB"
MOSO3,Moss Springs,647,OR,5760,Portland,LS_TRIB,,"LS_TRIB, MSTribs, WS"
MHWO3,Mt. Howard,653,OR,7910,Portland,LS_TRIB,,"LS_TRIB, LS_MAIN, MSTribs, WS"
SGUW1,Sourdough Gulch,985,WA,4000,Boise,LS_MAIN,,"LS_MAIN, LA_TRIB, LS_CLEAR, MC_LTRIB"
SPGW1,Spruce Springs,984,WA,5700,Boise,LS_MAIN,,"LS_MAIN, LS_TRIB, MC_LTRIB"
BPAW1,Blewett Pass,352,WA,4240,Portland,MC_YAK,,MC_YAK
BMPW1,Bumping Ridge,375,WA,4610,Portland,MC_YAK,,"MC_YAK, COWLITZ, SOUTHSOUND"
FISW1,Fish Lake,478,WA,3430,Portland,MC_YAK,,"MC_YAK, MC_UTRIB"
GRLW1,Green Lake,502,WA,5920,Portland,MC_YAK,,"MC_YAK, COWLITZ, MC_LTRIB"
GRCW1,Grouse Camp,507,WA,5390,Portland,MC_YAK,,MC_YAK
LOHW1,Lost Horse,599,WA,5120,Portland,MC_YAK,,"MC_YAK, MC_LTRIB"
MRSW1,Morse Lake,642,WA,5410,Portland,MC_YAK,,"MC_YAK, SOUTHSOUND, COWLITZ"
PGPW1,Pigtail Peak,692,WA,5800,Portland,MC_YAK,,"MC_YAK, SOUTHSOUND, COWLITZ, MC_LTRIB"
SASW1,Sasse Ridge,734,WA,4340,Portland,MC_YAK,,"MC_YAK, SNOHOMISH, MC_UTRIB"
TRGW1,Trough,832,WA,5480,Portland,MC_YAK,,MC_YAK
UPWW1,Upper Wheeler,841,WA,4330,Portland,MC_YAK,,MC_YAK
WHPW1,White Pass E.S.,863,WA,4440,Portland,MC_YAK,,"MC_YAK, SOUTHSOUND, COWLITZ, MC_LTRIB"
LYLW1,Lyman Lake,606,WA,5980,Portland,MC_UTRIB,,"MC_UTRIB, SKAGIT, SNOHOMISH"
MUKW1,Muckamuck,1259,WA,4470,Portland,MC_UTRIB,,NONE
PCRW1,Park Creek Ridge,681,WA,4600,Portland,MC_UTRIB,,"MC_UTRIB, SKAGIT"
PPRW1,Pope Ridge,699,WA,3590,Portland,MC_UTRIB,,"MC_UTRIB, SKAGIT"
SAMW1,Salmon Meadows,728,WA,4460,Portland,MC_UTRIB,,MC_UTRIB
TRIW1,Trinity,1171,WA,2930,Portland,MC_UTRIB,,NONE
ARBO3,Arbuckle Mtn,304,OR,5770,Portland,MC_LTRIB_Eastern,,MC_LTRIB
BMSO3,Bowman Springs,362,OR,4530,Portland,MC_LTRIB_Eastern,,"MC_LTRIB, LS_TRIB"
COLO3,County Line,422,OR,4830,Portland,MC_LTRIB_Eastern,,"MC_LTRIB, LS_TRIBS, MS_TRIB"
ESPO3,Emigrant Springs,470,OR,3800,Portland,MC_LTRIB_Eastern,,"MC_LTRIB, LS_TRIB"
HIRO3,High Ridge,523,OR,4920,Portland,MC_LTRIB_Eastern,,"MC_LTRIB, LS_TRIB"
LUKO3,Lucky Strike,605,OR,4970,Portland,MC_LTRIB_Eastern,,"MC_LTRIB, LS_TRIB"
MLKO3,Milk Shakes,1079,OR,5580,Portland,MC_LTRIB_Eastern,,MC_LTRIB
TOHW1,Touchet,824,WA,5530,Boise,MC_LTRIB_Eastern,,"MC_LTRIB, LS_MAIN, LS_TRIB"
CLKO3,Clear Lake,401,OR,3810,Portland,MC_LTRIB_Western,,"MC_LTRIB, WILLURBAN"
DERO3,Derr.,440,OR,5850,Portland,MC_LTRIB_Western,,MC_LTRIB
GLDO3,Gold Center,494,OR,5410,Portland,MC_LTRIB_Western,,"MC_LTRIB, MS_MAIN, MS_TRIB, WS"
GRPO3,Greenpoint,504,OR,3310,Portland,MC_LTRIB_Western,,"MC_LTRIB, LEWIS, WILURBAN"
IRKW1,Indian Rock,1129,WA,5360,Portland,MC_LTRIB_Western,,"MC_LTRIB, MC_YAK"
MDBO3,Madison Butte,608,OR,5150,Portland,MC_LTRIB_Western,,MC_LTRIB
OCMO3,Ochoco Meadows,671,OR,5430,Portland,MC_LTRIB_Western,,MC_LTRIB
REDO3,Red Hill,712,OR,4410,Portland,MC_LTRIB_Western,,"MC_LTRIB, WILLURBAN"
FFMO3,Fifteenmile,1314,OR,5970,Portland,MC_LTRIB_Western,,NONE
SPSW1,Satus Pass,1231,WA,3960,Portland,MC_LTRIB_Western,,NONE
BEVM8,Beaver Creek,328,MT,7850,Bozeman,Western Montana,,NONE
DIVM8,Divide,448,MT,7800,Bozeman,Western Montana,,NONE
TIBM8,Tizer Basin,893,MT,6880,Bozeman,Western Montana,,NONE
COSW4,Cold Springs,405,WY,9630,Bozeman,Wind River Range,,NONE
EKPW4,Elkhart Park G.S.,468,WY,9400,Boise,Wind River Range,,NONE
NFLW4,New Fork Lake,661,WY,8340,Boise,Wind River Range,,NONE
BLWW4,Blackwater,350,WY,9780,Bozeman,Abosaroka Range,,NONE
BRCW4,Burroughs Creek,379,WY,8750,Bozeman,Abosaroka Range,,NONE
SYLW4,Sylvan Lake,806,WY,8420,Bozeman,Abosaroka Range,,NONE
SYRW4,Sylvan Road,807,WY,7120,Bozeman,Abosaroka Range,,NONE
EMSI1,Emigrant Summit,471,ID,7390,Boise,Bear River Range,,NONE
FBNI1,Franklin Basin,484,ID,8140,Salt Lake,Bear River Range,,NONE
GRPN2,Granite Peak,498,NV,8503,Salt Lake,Closed Basins,,NONE
MTLN2,Summit Lk,1194,NV,7615,Salt Lake,Closed Basins,,NONE
DMLC1,Dismal Swamp,446,CA,7360,Portland,Closed Basins,,NONE
SMRO3,Summer Rim,800,OR,7080,Portland,Closed Basins,,NONE
DSPN2,Disaster Peak,445,NV,6260,Salt Lake,Closed Basins,,NONE
CZFO3,Crazyman Flat,1010,OR,6180,Portland,Closed Basins,,NONE
STWO3,Strawberry,794,OR,5770,Portland,Closed Basins,,NONE
SVCO3,Silver Creek,756,OR,5740,Portland,Closed Basins,,NONE
QRMO3,Quartz Mountain,706,OR,5720,Portland,Closed Basins,,NONE
TATC1,State Line,1258,CA,5680,Portland,Closed Basins,,NONE
TYBO3,Taylor Butte,810,OR,5030,Portland,Closed Basins,,NONE
GSTO3,Gerber Reservoir,945,OR,4890,Portland,Closed Basins,,NONE
SWNO3,Swan Lake Mtn,1077,OR,6830,Portland,Closed Basins,,NONE
